idade;classe_trabalho;fnwgt;escolaridade;numero_educacao;estado_civil;ocupacao;relacionamento;raca;sexo;nacionalidade;ganho_de_capital;perda_de_capital;horas_trabalho_semana;renda_anual
35;privado;36270;ensino-medio-completo;9;divorciado;Reparo de Artesanato;Não na Família;Branco;Masculino;Estados Unidos;0;0;60;<=50K
58;autonomo-com-incorporacao;210563;ensino-medio-completo;9;casado;Vendas;Esposa;Branco;Feminino;Estados Unidos;15024;0;35;>50K
17;privado;65368;ensino-medio-incompleto;7;solteiro;Vendas;Filho Próprio;Branco;Feminino;Estados Unidos;0;0;12;<=50K
44;governo-municipal;160943;ensino-medio-completo;9;casado;Transporte e Movimentação;Marido;Negro;Masculino;Estados Unidos;0;0;40;<=50K
37;privado;208358;ensino-medio-completo;9;casado;Reparo de Artesanato;Marido;Branco;Masculino;Estados Unidos;0;0;40;>50K
35;privado;153790;graduacao-incompleta;10;solteiro;Vendas;Não na Família;Indígena Americano ou Eskimó;Feminino;Estados Unidos;0;0;40;<=50K
60;privado;85815;ensino-medio-completo;9;casado;Reparo de Artesanato;Marido;Asiático e Ilhas do Pacífico;Masculino;Estados Unidos;0;0;40;<=50K
54;autonomo-com-incorporacao;125417;oitavo ano;4;casado;Operador de Máquinas e Inspeção;Marido;Branco;Masculino;Estados Unidos;0;0;40;>50K
37;privado;635913;graduacao;13;solteiro;Gerencial Executivo;Não na Família;Negro;Masculino;Estados Unidos;0;0;60;>50K
50;privado;313321;tecnologo;12;divorciado;Vendas;Não na Família;Branco;Feminino;Estados Unidos;0;0;40;<=50K
38;privado;182609;graduacao;13;casado;Vendas;Marido;Branco;Masculino;Polônia;0;0;50;<=50K
45;privado;109434;graduacao;13;casado;Especialidade Profissional;Marido;Branco;Masculino;Estados Unidos;0;0;55;<=50K
25;privado;255004;decimo-ano;6;solteiro;Reparo de Artesanato;Não na Família;Branco;Masculino;Estados Unidos;0;0;40;<=50K
31;privado;197860;graduacao-incompleta;10;casado;Faxineiro;Marido;Branco;Masculino;Estados Unidos;0;0;40;<=50K
64;;187656;ensino-fundamental;2;divorciado;?;Não na Família;Branco;Masculino;Estados Unidos;0;0;40;<=50K
90;privado;51744;ensino-medio-completo;9;solteiro;Outros Serviços;Não na Família;Negro;Masculino;Estados Unidos;0;2206;40;<=50K
54;privado;176681;ensino-medio-completo;9;casado;Administrativo e Clerical;Marido;Negro;Masculino;Estados Unidos;0;0;20;<=50K
53;governo-municipal;140359;pre-escola;1;solteiro;Operador de Máquinas e Inspeção;Não na Família;Branco;Feminino;Estados Unidos;0;0;35;<=50K
18;privado;243313;ensino-medio-completo;9;solteiro;Vendas;Filho Próprio;Branco;Feminino;Estados Unidos;0;0;40;<=50K
60;;24215;decimo-ano;6;divorciado;?;Não na Família;Indígena Americano ou Eskimó;Feminino;Estados Unidos;0;0;10;<=50K
66;autonomo-sem-imcorporacao;167687;ensino-medio-completo;9;casado;Agricultura e Pesca;Marido;Branco;Masculino;Estados Unidos;1409;0;50;<=50K
75;privado;314209;tecnologo;11;viuvo;Administrativo e Clerical;Não na Família;Branco;Feminino;Colômbia;0;0;20;<=50K
65;privado;176796;ensino-medio-completo;9;divorciado;Administrativo e Clerical;Não na Família;Branco;Feminino;Estados Unidos;0;0;40;<=50K
35;privado;538583;ensino-medio-incompleto;7;separado;Transporte e Movimentação;Não na Família;Negro;Masculino;Estados Unidos;3674;0;40;<=50K
41;privado;130408;ensino-medio-completo;9;divorciado;Vendas;Não Casado;Negro;Feminino;Estados Unidos;0;0;38;<=50K
25;privado;159732;graduacao-incompleta;10;solteiro;Administrativo e Clerical;Não na Família;Branco;Masculino;Estados Unidos;0;0;42;<=50K
33;privado;110978;graduacao-incompleta;10;divorciado;Reparo de Artesanato;Outro Parente;Outra;Feminino;Estados Unidos;0;0;40;<=50K
28;privado;76714;graduado-medicina-direito;15;solteiro;Especialidade Profissional;Não na Família;Branco;Masculino;Estados Unidos;0;0;55;>50K
59;governo-estadual;268700;ensino-medio-completo;9;casado;Outros Serviços;Marido;Branco;Masculino;Estados Unidos;0;0;40;<=50K
40;governo-estadual;170525;graduacao-incompleta;10;solteiro;Administrativo e Clerical;Não na Família;Branco;Feminino;Estados Unidos;0;0;38;<=50K
41;privado;180138;graduacao;13;casado;Gerencial Executivo;Marido;Branco;Masculino;Irã;0;0;50;>50K
38;governo-municipal;115076;mestrado;14;casado;Gerencial Executivo;Marido;Branco;Masculino;Estados Unidos;0;0;70;>50K
23;privado;115458;ensino-medio-completo;9;solteiro;Transporte e Movimentação;Filho Próprio;Branco;Masculino;Estados Unidos;0;0;40;<=50K
40;privado;347890;graduacao;13;casado;Especialidade Profissional;Marido;Branco;Masculino;Estados Unidos;0;0;40;>50K
41;autonomo-sem-imcorporacao;196001;ensino-medio-completo;9;casado;Outros Serviços;Esposa;Branco;Feminino;Estados Unidos;0;0;20;<=50K
24;governo-estadual;273905;tecnologo;12;casado;Serviço de Proteção;Marido;Branco;Masculino;Estados Unidos;0;0;50;<=50K
20;;119156;graduacao-incompleta;10;solteiro;?;Filho Próprio;Branco;Masculino;Estados Unidos;0;0;20;<=50K
38;privado;179488;graduacao-incompleta;10;divorciado;Reparo de Artesanato;Não na Família;Branco;Masculino;Estados Unidos;0;1741;40;<=50K
56;privado;203580;ensino-medio-completo;9;casado;Administrativo e Clerical;Marido;Branco;Masculino;;0;0;35;<=50K
58;privado;236596;ensino-medio-completo;9;casado;Administrativo e Clerical;Marido;Branco;Masculino;Estados Unidos;0;0;45;>50K
32;privado;183916;ensino-medio-completo;9;solteiro;Outros Serviços;Não na Família;Branco;Feminino;Estados Unidos;0;0;34;<=50K
40;privado;207578;tecnologo;12;casado;Suporte Técnico;Marido;Branco;Masculino;Estados Unidos;0;1977;60;>50K
45;privado;153141;ensino-medio-completo;9;casado;Administrativo e Clerical;Marido;Branco;Masculino;;0;0;40;<=50K
41;privado;112763;graduado-medicina-direito;15;casado;Especialidade Profissional;Esposa;Branco;Feminino;Estados Unidos;0;0;40;>50K
42;privado;390781;graduacao;13;casado;Administrativo e Clerical;Esposa;Negro;Feminino;Estados Unidos;0;0;40;<=50K
59;governo-municipal;171328;decimo-ano;6;viuvo;Outros Serviços;Não Casado;Negro;Feminino;Estados Unidos;0;0;30;<=50K
19;governo-municipal;27382;graduacao-incompleta;10;solteiro;Administrativo e Clerical;Filho Próprio;Branco;Masculino;Estados Unidos;0;0;40;<=50K
58;privado;259014;graduacao-incompleta;10;solteiro;Transporte e Movimentação;Não na Família;Branco;Masculino;Estados Unidos;0;0;20;<=50K
42;autonomo-sem-imcorporacao;303044;ensino-medio-completo;9;casado;Agricultura e Pesca;Marido;Asiático e Ilhas do Pacífico;Masculino;Camboja;0;0;40;>50K
20;privado;117789;ensino-medio-completo;9;solteiro;Outros Serviços;Filho Próprio;Branco;Feminino;Estados Unidos;0;0;40;<=50K
32;privado;172579;ensino-medio-completo;9;separado;Outros Serviços;Não na Família;Branco;Feminino;Estados Unidos;0;0;30;<=50K
45;privado;187666;tecnologo;11;viuvo;Gerencial Executivo;Não na Família;Branco;Feminino;Estados Unidos;0;0;45;<=50K
50;privado;204518;oitavo ano;4;divorciado;Reparo de Artesanato;Não na Família;Branco;Masculino;Estados Unidos;0;0;40;<=50K
36;privado;150042;graduacao;13;divorciado;Especialidade Profissional;Filho Próprio;Branco;Feminino;Estados Unidos;0;0;40;<=50K
45;privado;98092;ensino-medio-completo;9;casado;Vendas;Marido;Branco;Masculino;Estados Unidos;0;0;60;<=50K
17;privado;245918;ensino-medio-incompleto;7;solteiro;Outros Serviços;Filho Próprio;Branco;Masculino;Estados Unidos;0;0;12;<=50K
59;privado;146013;graduacao-incompleta;10;casado;Vendas;Marido;Branco;Masculino;Estados Unidos;4064;0;40;<=50K
26;privado;378322;ensino-medio-incompleto;7;casado;Reparo de Artesanato;Marido;Branco;Masculino;Estados Unidos;0;0;40;<=50K
37;autonomo-com-incorporacao;257295;graduacao-incompleta;10;casado;Gerencial Executivo;Marido;Asiático e Ilhas do Pacífico;Masculino;Tailândia;0;0;75;>50K
19;;218956;graduacao-incompleta;10;solteiro;?;Filho Próprio;Branco;Masculino;Canadá;0;0;24;<=50K
64;privado;21174;ensino-medio-completo;9;casado;Gerencial Executivo;Marido;Branco;Masculino;Estados Unidos;0;0;40;>50K
33;privado;185480;graduacao;13;solteiro;Especialidade Profissional;Não na Família;Branco;Feminino;Estados Unidos;0;0;45;<=50K
33;privado;222205;ensino-medio-completo;9;casado;Reparo de Artesanato;Esposa;Branco;Feminino;Estados Unidos;0;0;40;>50K
61;privado;69867;ensino-medio-completo;9;casado;Gerencial Executivo;Marido;Branco;Masculino;Estados Unidos;0;0;40;>50K
17;privado;191260;nono-ano;5;solteiro;Outros Serviços;Filho Próprio;Branco;Masculino;Estados Unidos;1055;0;24;<=50K
50;autonomo-sem-imcorporacao;30653;mestrado;14;casado;Agricultura e Pesca;Marido;Branco;Masculino;Estados Unidos;2407;0;98;<=50K
27;governo-municipal;209109;mestrado;14;solteiro;Especialidade Profissional;Filho Próprio;Branco;Masculino;Estados Unidos;0;0;35;<=50K
30;privado;70377;ensino-medio-completo;9;divorciado;Especialidade Profissional;Filho Próprio;Branco;Feminino;Estados Unidos;0;0;40;<=50K
43;privado;477983;ensino-medio-completo;9;casado;Faxineiro;Marido;Negro;Masculino;Estados Unidos;0;0;40;<=50K
44;privado;170924;graduacao-incompleta;10;casado;Reparo de Artesanato;Marido;Branco;Masculino;Estados Unidos;7298;0;40;>50K
35;privado;190174;graduacao-incompleta;10;solteiro;Gerencial Executivo;Não na Família;Branco;Feminino;Estados Unidos;0;0;40;<=50K
25;privado;193787;graduacao-incompleta;10;solteiro;Suporte Técnico;Filho Próprio;Branco;Feminino;Estados Unidos;0;0;40;<=50K
24;privado;279472;graduacao-incompleta;10;casado;Operador de Máquinas e Inspeção;Esposa;Branco;Feminino;Estados Unidos;7298;0;48;>50K
22;privado;34918;graduacao;13;solteiro;Especialidade Profissional;Não na Família;Branco;Feminino;Alemanha;0;0;15;<=50K
42;governo-municipal;97688;graduacao-incompleta;10;casado;Reparo de Artesanato;Marido;Branco;Masculino;Estados Unidos;5178;0;40;>50K
34;privado;175413;tecnologo;12;divorciado;Vendas;Não Casado;Negro;Feminino;Estados Unidos;0;0;45;<=50K
60;privado;173960;graduacao;13;divorciado;Especialidade Profissional;Não na Família;Branco;Feminino;Estados Unidos;0;0;42;<=50K
21;privado;205759;ensino-medio-completo;9;solteiro;Faxineiro;Filho Próprio;Branco;Masculino;Estados Unidos;0;0;40;<=50K
57;governo-federal;425161;mestrado;14;casado;Vendas;Marido;Branco;Masculino;Estados Unidos;15024;0;40;>50K
41;privado;220531;graduado-medicina-direito;15;casado;Especialidade Profissional;Marido;Branco;Masculino;Estados Unidos;0;0;60;>50K
50;privado;176609;graduacao-incompleta;10;divorciado;Outros Serviços;Não na Família;Branco;Masculino;Estados Unidos;0;0;45;<=50K
25;privado;371987;graduacao;13;solteiro;Gerencial Executivo;Não na Família;Branco;Feminino;Estados Unidos;0;0;40;<=50K
50;privado;193884;oitavo ano;4;casado;Reparo de Artesanato;Marido;Branco;Masculino;Equador;0;0;40;<=50K
36;privado;200352;graduacao;13;casado;Especialidade Profissional;Marido;Branco;Masculino;Estados Unidos;0;0;45;<=50K
31;privado;127595;ensino-medio-completo;9;divorciado;Especialidade Profissional;Não na Família;Branco;Feminino;Estados Unidos;0;0;40;<=50K
29;governo-municipal;220419;graduacao;13;solteiro;Serviço de Proteção;Não na Família;Branco;Masculino;Estados Unidos;0;0;56;<=50K
21;privado;231931;graduacao-incompleta;10;solteiro;Vendas;Filho Próprio;Branco;Masculino;Estados Unidos;0;0;45;<=50K
27;privado;248402;graduacao;13;solteiro;Suporte Técnico;Não Casado;Negro;Feminino;Estados Unidos;0;0;40;<=50K
65;privado;111095;ensino-medio-completo;9;casado;Transporte e Movimentação;Marido;Branco;Masculino;Estados Unidos;0;0;16;<=50K
37;autonomo-com-incorporacao;57424;graduacao;13;divorciado;Vendas;Não na Família;Branco;Feminino;Estados Unidos;0;0;60;<=50K
39;;157443;mestrado;14;casado;?;Esposa;Asiático e Ilhas do Pacífico;Feminino;;3464;0;40;<=50K
24;privado;278130;ensino-medio-completo;9;solteiro;Reparo de Artesanato;Filho Próprio;Branco;Masculino;Estados Unidos;0;0;40;<=50K
38;privado;169469;ensino-medio-completo;9;divorciado;Vendas;Não na Família;Branco;Masculino;Estados Unidos;0;0;80;<=50K
48;privado;146268;graduacao;13;casado;Administrativo e Clerical;Marido;Branco;Masculino;Estados Unidos;7688;0;40;>50K
21;privado;153718;graduacao-incompleta;10;solteiro;Outros Serviços;Não na Família;Asiático e Ilhas do Pacífico;Feminino;Estados Unidos;0;0;25;<=50K
31;privado;217460;ensino-medio-completo;9;casado;Transporte e Movimentação;Marido;Branco;Masculino;Estados Unidos;0;0;45;>50K
55;privado;238638;ensino-medio-completo;9;casado;Vendas;Marido;Branco;Masculino;Estados Unidos;4386;0;40;>50K
24;privado;303296;graduacao-incompleta;10;casado;Administrativo e Clerical;Esposa;Asiático e Ilhas do Pacífico;Feminino;Laos;0;0;40;<=50K
43;privado;173321;ensino-medio-completo;9;divorciado;Administrativo e Clerical;Não na Família;Branco;Feminino;Estados Unidos;0;0;40;<=50K
26;privado;193945;tecnologo;12;solteiro;Suporte Técnico;Não na Família;Branco;Masculino;Estados Unidos;0;0;45;<=50K
46;privado;83082;tecnologo;12;solteiro;Especialidade Profissional;Não na Família;Branco;Feminino;Estados Unidos;0;0;33;<=50K
35;privado;193815;tecnologo;12;casado;Administrativo e Clerical;Marido;Branco;Masculino;Estados Unidos;0;0;40;>50K
41;autonomo-com-incorporacao;34987;graduacao-incompleta;10;casado;Agricultura e Pesca;Marido;Branco;Masculino;Estados Unidos;0;0;54;>50K
26;privado;59306;graduacao;13;solteiro;Vendas;Não na Família;Branco;Masculino;Estados Unidos;0;0;40;<=50K
34;privado;142897;mestrado;14;casado;Gerencial Executivo;Marido;Asiático e Ilhas do Pacífico;Masculino;Taiwan;7298;0;35;>50K
19;;860348;graduacao-incompleta;10;solteiro;?;Filho Próprio;Negro;Feminino;Estados Unidos;0;0;25;<=50K
36;autonomo-sem-imcorporacao;205607;graduacao;13;divorciado;Especialidade Profissional;Não na Família;Negro;Feminino;Estados Unidos;0;0;40;>50K
22;privado;199698;graduacao-incompleta;10;solteiro;Vendas;Filho Próprio;Branco;Masculino;Estados Unidos;0;0;15;<=50K
24;privado;191954;graduacao-incompleta;10;solteiro;Operador de Máquinas e Inspeção;Não na Família;Branco;Masculino;Estados Unidos;0;0;40;<=50K
77;autonomo-sem-imcorporacao;138714;graduacao-incompleta;10;casado;Vendas;Marido;Branco;Masculino;Estados Unidos;0;0;40;<=50K
22;privado;399087;sexto ano;3;casado;Operador de Máquinas e Inspeção;Outro Parente;Branco;Feminino;México;0;0;40;<=50K
29;privado;423158;graduacao-incompleta;10;solteiro;Suporte Técnico;Não na Família;Branco;Feminino;Estados Unidos;0;0;40;<=50K
62;privado;159841;ensino-medio-completo;9;viuvo;Outros Serviços;Não na Família;Branco;Feminino;Estados Unidos;0;0;24;<=50K
39;autonomo-sem-imcorporacao;174308;ensino-medio-completo;9;casado;Gerencial Executivo;Marido;Branco;Masculino;Estados Unidos;0;0;40;<=50K
43;privado;50356;graduacao-incompleta;10;casado;Reparo de Artesanato;Marido;Branco;Masculino;Estados Unidos;0;1485;50;<=50K
35;privado;186110;ensino-medio-completo;9;divorciado;Transporte e Movimentação;Não na Família;Branco;Masculino;Estados Unidos;0;0;45;<=50K
29;privado;200381;ensino-medio-incompleto;7;solteiro;Gerencial Executivo;Não na Família;Branco;Feminino;Estados Unidos;0;0;40;<=50K
76;autonomo-sem-imcorporacao;174309;mestrado;14;casado;Reparo de Artesanato;Marido;Branco;Masculino;Estados Unidos;0;0;10;<=50K
63;autonomo-sem-imcorporacao;78383;ensino-medio-completo;9;casado;Agricultura e Pesca;Marido;Branco;Masculino;Estados Unidos;0;0;45;<=50K
23;;211601;tecnologo;11;solteiro;?;Filho Próprio;Negro;Feminino;Estados Unidos;0;0;15;<=50K
43;privado;187728;graduacao-incompleta;10;casado;Especialidade Profissional;Esposa;Branco;Feminino;Estados Unidos;0;1887;50;>50K
58;autonomo-sem-imcorporacao;321171;ensino-medio-completo;9;casado;Faxineiro;Marido;Branco;Masculino;Estados Unidos;0;0;40;<=50K
66;privado;127921;ensino-medio-completo;9;solteiro;Transporte e Movimentação;Não na Família;Branco;Masculino;Estados Unidos;2050;0;55;<=50K
41;privado;206565;graduacao-incompleta;10;solteiro;Reparo de Artesanato;Não na Família;Negro;Masculino;Estados Unidos;0;0;45;<=50K
26;privado;224563;graduacao;13;solteiro;Administrativo e Clerical;Não na Família;Branco;Masculino;Estados Unidos;0;0;40;<=50K
47;privado;178686;tecnologo;11;solteiro;Outros Serviços;Não na Família;Branco;Masculino;Estados Unidos;0;0;40;<=50K
55;governo-municipal;98545;decimo-ano;6;casado;Administrativo e Clerical;Marido;Branco;Masculino;Estados Unidos;0;0;40;<=50K
53;privado;242606;ensino-medio-completo;9;casado;Transporte e Movimentação;Marido;Branco;Masculino;Estados Unidos;0;0;40;<=50K
17;privado;270942;sexto ano;3;solteiro;Outros Serviços;Outro Parente;Branco;Masculino;México;0;0;48;<=50K
30;privado;94235;ensino-medio-completo;9;solteiro;Reparo de Artesanato;Outro Parente;Branco;Masculino;Estados Unidos;0;0;40;<=50K
49;privado;71195;mestrado;14;solteiro;Especialidade Profissional;Não na Família;Branco;Masculino;Estados Unidos;0;0;60;<=50K
19;privado;104112;ensino-medio-completo;9;solteiro;Vendas;Não Casado;Negro;Masculino;Haiti;0;0;30;<=50K
45;privado;261192;ensino-medio-completo;9;casado;Outros Serviços;Marido;Negro;Masculino;Estados Unidos;0;0;40;<=50K
26;privado;94936;tecnologo;12;solteiro;Vendas;Não na Família;Branco;Masculino;Estados Unidos;0;0;40;<=50K
38;privado;296478;tecnologo;11;casado;Reparo de Artesanato;Marido;Branco;Masculino;Estados Unidos;7298;0;40;>50K
36;governo-estadual;119272;ensino-medio-completo;9;casado;Serviço de Proteção;Marido;Branco;Masculino;Estados Unidos;7298;0;40;>50K
33;privado;85043;ensino-medio-completo;9;solteiro;Agricultura e Pesca;Não na Família;Branco;Masculino;Estados Unidos;0;0;20;<=50K
22;governo-estadual;293364;graduacao-incompleta;10;solteiro;Serviço de Proteção;Filho Próprio;Negro;Feminino;Estados Unidos;0;0;40;<=50K
43;autonomo-sem-imcorporacao;241895;graduacao;13;solteiro;Vendas;Não na Família;Branco;Masculino;Estados Unidos;0;0;42;<=50K
67;;36135;ensino-medio-incompleto;7;casado;?;Marido;Branco;Masculino;Estados Unidos;0;0;8;<=50K
30;;151989;tecnologo;11;divorciado;?;Não Casado;Branco;Feminino;Estados Unidos;0;0;40;<=50K
56;privado;101128;tecnologo;12;casado-conjuge-ausente;Outros Serviços;Não na Família;Branco;Masculino;Irã;0;0;25;<=50K
31;privado;156464;graduacao;13;solteiro;Especialidade Profissional;Filho Próprio;Branco;Masculino;Estados Unidos;0;0;25;<=50K
33;privado;117963;graduacao;13;casado;Gerencial Executivo;Marido;Branco;Masculino;Estados Unidos;0;0;40;>50K
26;privado;192262;ensino-medio-completo;9;casado;Outros Serviços;Marido;Branco;Masculino;Estados Unidos;0;0;40;<=50K
33;privado;111363;graduacao;13;casado;Gerencial Executivo;Marido;Branco;Masculino;Estados Unidos;0;0;40;>50K
46;governo-municipal;329752;ensino-medio-incompleto;7;casado;Transporte e Movimentação;Marido;Branco;Masculino;Estados Unidos;0;0;30;<=50K
59;;372020;graduacao;13;casado;?;Marido;Branco;Masculino;Estados Unidos;0;0;40;>50K
38;governo-federal;95432;ensino-medio-completo;9;casado;Administrativo e Clerical;Marido;Branco;Masculino;Estados Unidos;0;0;40;>50K
65;privado;161400;ensino-medio-incompleto;7;viuvo;Outros Serviços;Não Casado;Outra;Masculino;Estados Unidos;0;0;40;<=50K
40;privado;96129;tecnologo;11;casado;Suporte Técnico;Marido;Branco;Masculino;Estados Unidos;0;0;40;>50K
