sinistro	data_sinistro	sinistro_mes	sinistro_dia_semana	horario_sinistro	cidade_sinistro	uf_sinistro	mercadoria_grupo	origem_cidade	origem_uf	destino_cidade	destino_uf	valor_carga	motorista_vinculo
Roubo/Furto	31/03/2017	março	sexta-feira	Noite	Javi	BA	Combustível	São Francisco do Conde	BA	Senador Canedo	GO	1 - De R$ 100.000 a R$ 200.000	Funcionário
Roubo/Furto	01/04/2017	abril	segunda-feira	Tarde	Rio de Janeiro	RJ	Hig/Limp/Cosm	Pouso Alegre	MG	Rio de Janeiro	RJ	1 - De R$ 100.000 a R$ 200.000	Funcionário
Roubo/Furto	02/04/2017	abril	terça-feira	Sem Inf	Quadra	SP	E-Commerce	Itapevi	SP	Bauru	SP	4 - Até R$ 1.000.000	S/Comprovação
Roubo/Furto	02/04/2017	abril	terça-feira	Tarde	Lapa	PR	Hig/Limp/Cosm	Argentina	EX	Vinhedo	SP	5 - Acima de R$ 1.000.000	Autônomo
Roubo/Furto	02/04/2017	abril	terça-feira	Madrugada	Presidente Dutra	MA	Hig/Limp/Cosm	Salto	SP	São Luiz	MA	1 - De R$ 100.000 a R$ 200.000	Autônomo
Roubo/Furto	03/04/2017	abril	terça-feira	Noite	Arujá	SP	Alumínio	Araquari	SC	Pindamonhangaba	SP	2 - Até R$ 300.000	Agregado
Roubo/Furto	04/04/2017	abril	terça-feira	Tarde	Jardim Recanto Verde	SP	Confecção/Tecido/Fios	Guarulhos	SP	Guarulhos	SP	1 - De R$ 100.000 a R$ 200.000	Autônomo
Roubo/Furto	04/04/2017	abril	terça-feira	Sem Inf	São Paulo	SP	Específicas	Orlândia	SP	São Paulo	SP	1 - De R$ 100.000 a R$ 200.000	Autônomo
Roubo/Furto	04/04/2017	abril	terça-feira	Madrugada	Mexico	EX	Utilidades Doméstica	Carlos Barbosa	RS	Mexico	EX	3 - Até R$ 500.000	S/Comprovação
Roubo/Furto	05/04/2017	abril	terça-feira	Madrugada	Arujá	SP	Pescado	Itajaí	SC	Araujá	SP	2 - Até R$ 300.000	S/Comprovação
Roubo/Furto	06/04/2017	abril	terça-feira	Madrugada	Itaporanga da Ajuda	SE	Hig/Limp/Cosm	Louveira	SP	Jaboatão dos Guararapes	PE	4 - Até R$ 1.000.000	Funcionário
Roubo/Furto	06/04/2017	abril	terça-feira	Madrugada	Itaporanga da Ajuda	SE	Hig/Limp/Cosm	Louveira	SP	Jaboatão dos Guararapes	PE	4 - Até R$ 1.000.000	Funcionário
Outros	06/04/2017	abril	terça-feira	Manhã	Pereira Barreto	SP	Maquinário	São Carlos	SP	Bolívia	EX	4 - Até R$ 1.000.000	S/Comprovação
Roubo/Furto	07/04/2017	abril	terça-feira	Madrugada	Nova Iguaçú	RJ	Pescado	Osasco	SP	São João do Meriti	RJ	2 - Até R$ 300.000	Autônomo
Roubo/Furto	09/04/2017	abril	quarta-feira	Noite	Iaras	SP	Celulares	Taubaté	SP	Nova Alvorada do Sul	MS	5 - Acima de R$ 1.000.000	S/Comprovação
Roubo/Furto	09/04/2017	abril	quarta-feira	Manhã	Limeira	SP	Laticínios	Bragança Paulista	SP	São Luiz	MA	3 - Até R$ 500.000	Autônomo
Roubo/Furto	10/04/2017	abril	quarta-feira	Manhã	São Bernardo do Campo	SP	Polímeros	Itapoá	SC	São Bernardo do Campo	SP	1 - De R$ 100.000 a R$ 200.000	Funcionário
Roubo/Furto	11/04/2017	abril	quarta-feira	Noite	Cuiabá	MT	Combustível	Paulínia	SP	Cuiabá	MT	1 - De R$ 100.000 a R$ 200.000	S/Comprovação
Roubo/Furto	11/04/2017	abril	quarta-feira	Noite	Pindamonhangaba	SP	Alumínio	Extrema	MG	Pindamonhangaba	SP	1 - De R$ 100.000 a R$ 200.000	Funcionário
Roubo/Furto	13/04/2017	abril	quarta-feira	Noite	Rio de Janeiro	RJ	Medicamento	Brasilia	DF	Rio de Janeiro	RJ	4 - Até R$ 1.000.000	Autônomo
Roubo/Furto	13/04/2017	abril	quarta-feira	Madrugada	Cajamar	SP	Calçados	Louveira	SP	Cajamar	SP	3 - Até R$ 500.000	Autônomo
Roubo/Furto	13/04/2017	abril	quarta-feira	Noite	Nova Iguaçú	RJ	Frigorífico	Palmeiras de Goiás	GO	São João de Meriti	RJ	3 - Até R$ 500.000	Funcionário
Roubo/Furto	14/04/2017	abril	quarta-feira	Madrugada	Francisco Morato	SP	Eletrônicos	Cajamar	SP	Rio de Janeiro	RJ	2 - Até R$ 300.000	S/Comprovação
Roubo/Furto	14/04/2017	abril	quarta-feira	Madrugada	Paulínia	SP	Combustível	Paulínia	SP	Uberlândia	MG	1 - De R$ 100.000 a R$ 200.000	S/Comprovação
Outros	14/04/2017	abril	quarta-feira	Madrugada	Manaus	AM	Aço/Ferro	Pindamonhangaba	SP	Manaus	AM	3 - Até R$ 500.000	S/Comprovação
Roubo/Furto	15/04/2017	abril	quarta-feira	Noite	Ponta Grossa	PR	Pescado	Chile	EX	Piracicaba	SP	4 - Até R$ 1.000.000	Funcionário
Roubo/Furto	15/04/2017	abril	quarta-feira	Noite	Ponta Grossa	PR	Pescado	Chile	EX	Piracicaba	SP	4 - Até R$ 1.000.000	S/Comprovação
Roubo/Furto	18/04/2017	abril	quinta-feira	Noite	Tijucas do Sul	PR	Confecção/Tecido/Fios	Itajaí	SC	São Paulo	SP	2 - Até R$ 300.000	Autônomo
Roubo/Furto	19/04/2017	abril	quinta-feira	Manhã	São João do Meriti	RJ	Pescado	Belford Roxo	RJ	Rio de Janeiro	RJ	2 - Até R$ 300.000	Funcionário
Roubo/Furto	19/04/2017	abril	quinta-feira	Manhã	Areia Branca	SE	Específicas	Aracaju	SE	Aracaju	SE	1 - De R$ 100.000 a R$ 200.000	Autônomo
Roubo/Furto	19/04/2017	abril	quinta-feira	Noite	São Paulo	SP	Pescado	Itarema	CE	São Paulo	SP	3 - Até R$ 500.000	Funcionário
Roubo/Furto	19/04/2017	abril	quinta-feira	Madrugada	Cordeirópolis	SP	Combustível	São Paulo	SP	São Paulo	SP	1 - De R$ 100.000 a R$ 200.000	Autônomo
Roubo/Furto	20/04/2017	abril	quinta-feira	Madrugada	Rio de Janeiro	RJ	Alimentício	São Paulo	SP	Rio de Janeiro	RJ	2 - Até R$ 300.000	Autônomo
Acidente	20/04/2017	abril	quinta-feira	Madrugada	Miracatu	SP	Polímeros	Duque de Caxias	RJ	Rio Negro	PR	1 - De R$ 100.000 a R$ 200.000	S/Comprovação
Roubo/Furto	21/04/2017	abril	quinta-feira	Tarde	Santa Fé	EX	Laticínios	Argentina	EX	Porto Belo	SC	3 - Até R$ 500.000	S/Comprovação
Roubo/Furto	23/04/2017	abril	sexta-feira	Manhã	Juquiá	SP	Celulares	Taubaté	SP	Nova Santa Rita	RS	4 - Até R$ 1.000.000	S/Comprovação
Roubo/Furto	24/04/2017	abril	sexta-feira	Madrugada	Atibaia	SP	Hig/Limp/Cosm	Pouso Alegre	MG	Taboão da Serra	SP	3 - Até R$ 500.000	S/Comprovação
Roubo/Furto	25/04/2017	abril	sexta-feira	Madrugada	Jacareí	SP	E-Commerce	Itapevi	SP	São Jose de Campos	SP	3 - Até R$ 500.000	S/Comprovação
Acidente	25/04/2017	abril	sexta-feira	Manhã	Açailândia	MA	Alimentício	Santa Inês	MA	Primavera do Leste	MT	1 - De R$ 100.000 a R$ 200.000	S/Comprovação
Acidente	25/04/2017	abril	sexta-feira	Tarde	Ibitinga	SP	Frigorífico	José Bonifácio	SP	São João de Meriti	RJ	1 - De R$ 100.000 a R$ 200.000	S/Comprovação
Roubo/Furto	25/04/2017	abril	sexta-feira	Madrugada	Mairiporã	SP	Laticínios	Itajaí	SC	Contagem	MG	2 - Até R$ 300.000	Autônomo
Roubo/Furto	25/04/2017	abril	sexta-feira	Sem Inf	Fortaleza	CE	Alimentício	Gloria do Goitá	PE	Fortaleza	CE	1 - De R$ 100.000 a R$ 200.000	S/Comprovação
Outros	25/04/2017	abril	sexta-feira	Sem Inf	São Paulo	SP	Café	Cornélio Procópio	PR	EUA	EX	2 - Até R$ 300.000	Funcionário
Roubo/Furto	25/04/2017	abril	sexta-feira	Madrugada	São José dos Pinhais	PR	Polímeros	Triunfo	RS	Campo Largo	PR	1 - De R$ 100.000 a R$ 200.000	Autônomo
Roubo/Furto	26/04/2017	abril	sexta-feira	Tarde	Rio de Janeiro	RJ	Celulares	Taubaté	SP	Rio de Janeiro	RJ	3 - Até R$ 500.000	S/Comprovação
Roubo/Furto	26/04/2017	abril	sexta-feira	Tarde	Guaratinguetá	SP	Polímeros	Piracicaba	SP	Serra	ES	1 - De R$ 100.000 a R$ 200.000	Autônomo
Acidente	26/04/2017	abril	sexta-feira	Noite	Lavras	MG	Hig/Limp/Cosm	Pouso Alegre	MG	Contagem	MG	4 - Até R$ 1.000.000	S/Comprovação
Roubo/Furto	27/04/2017	abril	sexta-feira	Noite	Hidrolândia	GO	Alimentício	Uberlândia	MG	Hidrolândia	GO	3 - Até R$ 500.000	Funcionário
Roubo/Furto	27/04/2017	abril	sexta-feira	Noite	Pirapozinho	SP	Frigorífico	Assunção	EX	Araraquara	SP	2 - Até R$ 300.000	Funcionário
Roubo/Furto	27/04/2017	abril	sexta-feira	Madrugada	Roda Velha	BA	Alimentício	Brasilia	DF	Bahia	BA	1 - De R$ 100.000 a R$ 200.000	S/Comprovação
Roubo/Furto	27/04/2017	abril	sexta-feira	Noite	Rio de Janeiro	RJ	Alimentício	Ibiuna	SP	Duque de Caxias	RJ	1 - De R$ 100.000 a R$ 200.000	S/Comprovação
Roubo/Furto	28/04/2017	abril	sexta-feira	Madrugada	Bom Retiro	SC	Aço/Ferro	Joinville	SC	Bento Gonçalves	RS	2 - Até R$ 300.000	S/Comprovação
Roubo/Furto	29/04/2017	abril	sexta-feira	Madrugada	Campo Grande	RJ	Confecção/Tecido/Fios	Rio de Janeiro	RJ	Rio de Janeiro	RJ	1 - De R$ 100.000 a R$ 200.000	Funcionário
Roubo/Furto	29/04/2017	abril	sexta-feira	Manhã	São Miguel dos Campos	AL	Alimentício	Gloria do Goitá	PE	Feira de Santana	BA	1 - De R$ 100.000 a R$ 200.000	S/Comprovação
Acidente	30/04/2017	abril	sábado	Manhã	São Bernardo do Campo	SP	Veículo	São Paulo	SP	Natal	RN	2 - Até R$ 300.000	S/Comprovação
Roubo/Furto	30/04/2017	abril	sábado	Noite	Ibó	PE	Frigorífico	Serra Negra	SP	João Pessoa	PB	4 - Até R$ 1.000.000	Agregado
Roubo/Furto	02/05/2017	maio	segunda-feira	Manhã	Rio de Janeiro	RJ	Autopeças	Barueri	SP	Rio de Janeiro	RJ	1 - De R$ 100.000 a R$ 200.000	S/Comprovação
Roubo/Furto	02/05/2017	maio	segunda-feira	Noite	Feira de Santana	BA	Específicas	Guarulhos	SP	Salvador	BA	1 - De R$ 100.000 a R$ 200.000	Funcionário
Roubo/Furto	02/05/2017	maio	segunda-feira	Madrugada	Piraí	RJ	Alimentício	Araçariguama	SP	Rio de Janeiro	RJ	2 - Até R$ 300.000	S/Comprovação
Roubo/Furto	02/05/2017	maio	segunda-feira	Noite	Jaboatão dos Guararapes	PE	E-commerce	Cabo de Santo Agostinho	PE	Arapiraca	AL	2 - Até R$ 300.000	Autônomo
Roubo/Furto	03/05/2017	maio	segunda-feira	Madrugada	Guarulhos	SP	Medicamento	São Paulo	SP	Porto Alegre	RS	4 - Até R$ 1.000.000	Autônomo
Outros	03/05/2017	maio	segunda-feira	Madrugada	Recife	PE	Alumínio	Cabo de Santo Agostinho	PE	Pindamonhangaba	SP	3 - Até R$ 500.000	S/Comprovação
Acidente	04/05/2017	maio	segunda-feira	Noite	Araporã	MG	Rolamentos	Itajaí	SC	Goiânia	GO	1 - De R$ 100.000 a R$ 200.000	Autônomo
Roubo/Furto	05/05/2017	maio	segunda-feira	Madrugada	Rio de Janeiro	RJ	Específicas	Santos	SP	Rio de Janeiro	RJ	2 - Até R$ 300.000	S/Comprovação
Roubo/Furto	06/05/2017	maio	segunda-feira	Noite	Novo Lino	AL	Hig/Limp/Cosm	Cabo de Santo Agostinho	PE	Salvador	BA	1 - De R$ 100.000 a R$ 200.000	S/Comprovação
Roubo/Furto	06/05/2017	maio	segunda-feira	Noite	João Neiva	ES	Laticínios	Itapetinga	BA	Cariacica	ES	1 - De R$ 100.000 a R$ 200.000	Autônomo
Roubo/Furto	07/05/2017	maio	terça-feira	Sem Inf	Estiva	MG	Alumínio	Barcarena	PA	São Paulo	SP	3 - Até R$ 500.000	S/Comprovação
Roubo/Furto	08/05/2017	maio	terça-feira	Noite	Campina Grande do Sul	PR	Específicas	Cabreuva	SP	Florianópolis	SC	1 - De R$ 100.000 a R$ 200.000	S/Comprovação
Roubo/Furto	08/05/2017	maio	terça-feira	Sem Inf	Itatiba	SP	Alumínio	Barcarena	PA	Pindamonhangaba	SP	2 - Até R$ 300.000	S/Comprovação
Roubo/Furto	08/05/2017	maio	terça-feira	Sem Inf	Itatiba	SP	Alumínio	Barcarena	PA	Varginha	MG	2 - Até R$ 300.000	S/Comprovação
Roubo/Furto	09/05/2017	maio	terça-feira	Manhã	Itatiaia	RJ	Confecção/Tecido/Fios	Guarulhos	SP	Duque de Caxias	RJ	2 - Até R$ 300.000	S/Comprovação
Roubo/Furto	09/05/2017	maio	terça-feira	Madrugada	Guarulhos	SP	Geral	Maringá	PR	Guarulhos	SP	1 - De R$ 100.000 a R$ 200.000	Autônomo
Roubo/Furto	09/05/2017	maio	terça-feira	Madrugada	Araquari	SC	Café	Santa Luiza	MG	Palhoça	SC	3 - Até R$ 500.000	Autônomo
Acidente	09/05/2017	maio	terça-feira	Manhã	Junqueiro	AL	Laticínios	Maceió	AL	Hidrolândia	GO	1 - De R$ 100.000 a R$ 200.000	S/Comprovação
Roubo/Furto	09/05/2017	maio	terça-feira	Manhã	Mairiporã	SP	Papel	São Paulo	SP	São Paulo	SP	1 - De R$ 100.000 a R$ 200.000	S/Comprovação
Roubo/Furto	10/05/2017	maio	terça-feira	Tarde	Rio de Janeiro	RJ	Alimentício	Louveira	SP	Jaboatão dos Guararapes	PE	2 - Até R$ 300.000	Funcionário
Roubo/Furto	10/05/2017	maio	terça-feira	Noite	Aparecida de Goiânia	GO	Hig/Limp/Cosm	Louveira	SP	Anápolis	GO	1 - De R$ 100.000 a R$ 200.000	Funcionário
Roubo/Furto	10/05/2017	maio	terça-feira	Tarde	São Paulo	SP	Veículo	Curitiba	PR	Simões Filho	BA	3 - Até R$ 500.000	Funcionário
Roubo/Furto	10/05/2017	maio	terça-feira	Noite	Rio de Janeiro	RJ	Alimentício	Ibiuna	SP	Campos dos Goytacazes	RJ	1 - De R$ 100.000 a R$ 200.000	Funcionário
Roubo/Furto	10/05/2017	maio	terça-feira	Noite	Rio de Janeiro	RJ	Alimentício	Ibiuna	SP	Campos dos Goytacazes	RJ	1 - De R$ 100.000 a R$ 200.000	Funcionário
Roubo/Furto	10/05/2017	maio	terça-feira	Tarde	Joaquim Nabuco	PE	Hig/Limp/Cosm	Vinhedo	SP	Ipojuca	PE	3 - Até R$ 500.000	Funcionário
Roubo/Furto	11/05/2017	maio	terça-feira	Manhã	Barueri	SP	Calçados	Louveira	SP	Barueri	SP	3 - Até R$ 500.000	Funcionário
Roubo/Furto	11/05/2017	maio	terça-feira	Noite	Cabobró	PE	Fraldas	Goiânia	GO	São Fidélis	RJ	1 - De R$ 100.000 a R$ 200.000	Autônomo
Roubo/Furto	12/05/2017	maio	terça-feira	Tarde	São Paulo	SP	Confecção/Tecido/Fios	São Paulo	SP	Guarulhos	SP	1 - De R$ 100.000 a R$ 200.000	Autônomo
Acidente	12/05/2017	maio	terça-feira	Tarde	Simolândia	GO	Alimentício	Barreiras	BA	Correntina	BA	1 - De R$ 100.000 a R$ 200.000	Autônomo
Acidente	13/05/2017	maio	terça-feira	Tarde	Campina Grande do Sul	PR	Frigorífico	Tapejara	RS	Duque de Caxias	RJ	1 - De R$ 100.000 a R$ 200.000	S/Comprovação
Roubo/Furto	14/05/2017	maio	quarta-feira	Madrugada	São Sebastião	AL	Hig/Limp/Cosm	Vinhedo	SP	Ipojuca	PE	3 - Até R$ 500.000	Funcionário
Roubo/Furto	14/05/2017	maio	quarta-feira	Madrugada	São Sebastião	AL	Hig/Limp/Cosm	Vinhedo	SP	Ipojuca	PE	3 - Até R$ 500.000	Funcionário
Roubo/Furto	14/05/2017	maio	quarta-feira	Manhã	Itatim	BA	Bebidas	Cabo de Santo Agostinho	PE	Rio de Janeiro	RJ	3 - Até R$ 500.000	S/Comprovação
Roubo/Furto	15/05/2017	maio	quarta-feira	Noite	Colatina	ES	Hig/Limp/Cosm	Mogi das Cruzes	SP	Colatina	ES	3 - Até R$ 500.000	Funcionário
Roubo/Furto	15/05/2017	maio	quarta-feira	Noite	Presidente Prudente	SP	Aço/Ferro	Timóteo	MG	Maringá	PR	1 - De R$ 100.000 a R$ 200.000	Autônomo
Roubo/Furto	18/05/2017	maio	quarta-feira	Noite	Camanducaia	MG	Hig/Limp/Cosm	Pouso Alegre	MG	Louveira	SP	1 - De R$ 100.000 a R$ 200.000	S/Comprovação
Roubo/Furto	18/05/2017	maio	quarta-feira	Tarde	Lavrinhas	SP	Alumínio	Cariacica	ES	Pindamonhangaba	SP	3 - Até R$ 500.000	Funcionário
Roubo/Furto	18/05/2017	maio	quarta-feira	Madrugada	Juquitiba	SP	Alumínio	Araquari	SC	Pindamonhangaba	SP	2 - Até R$ 300.000	S/Comprovação
Acidente	18/05/2017	maio	quarta-feira	Manhã	São Sebastião do Sacramento	MG	Específicas	Feira de Santana	BA	Contagem	MG	4 - Até R$ 1.000.000	S/Comprovação
Roubo/Furto	19/05/2017	maio	quarta-feira	Tarde	Duque de Caxias	RJ	Específicas	Rio de Janeiro	RJ	Rio das Ostras	RJ	1 - De R$ 100.000 a R$ 200.000	Autônomo
Roubo/Furto	20/05/2017	maio	quarta-feira	Noite	Extrema	MG	Químico	Vespasiano	MG	Indaiatuba	SP	2 - Até R$ 300.000	S/Comprovação
Roubo/Furto	20/05/2017	maio	quarta-feira	Manhã	Mathias Lobato	MG	Pneus	Camaçari	BA	Santo André	SP	3 - Até R$ 500.000	Funcionário
Roubo/Furto	21/05/2017	maio	quinta-feira	Madrugada	Campinas	SP	Frigorífico	Jataí	GO	Jundiaí	SP	2 - Até R$ 300.000	Autônomo
Roubo/Furto	21/05/2017	maio	quinta-feira	Tarde	Vitória de Santo Antão	PE	Pescado	São Gonçalo do Amarante	CE	Vitória do Santo Antão	PE	2 - Até R$ 300.000	Autônomo
Roubo/Furto	22/05/2017	maio	quinta-feira	Madrugada	Mauá	SP	Artigo Esportivo	Santos	SP	Guarulhos	SP	5 - Acima de R$ 1.000.000	S/Comprovação
Acidente	22/05/2017	maio	quinta-feira	Madrugada	São Sepe	RS	Bebidas	Guarulhos	SP	Diadema	SP	1 - De R$ 100.000 a R$ 200.000	S/Comprovação
Roubo/Furto	23/05/2017	maio	quinta-feira	Madrugada	São Miguel do Guama	PA	Geral	Imperatriz	MA	Bélem	PA	1 - De R$ 100.000 a R$ 200.000	Funcionário
Outros	23/05/2017	maio	quinta-feira	Noite	Ibiraci	MG	Maquinário	Jundiaí	SP	Arapora	MG	5 - Acima de R$ 1.000.000	S/Comprovação
Roubo/Furto	24/05/2017	maio	quinta-feira	Manhã	Cajamar	SP	Eletrônicos	Cajamar	SP	Campinas	SP	3 - Até R$ 500.000	S/Comprovação
Roubo/Furto	24/05/2017	maio	quinta-feira	Madrugada	Morrinhos	GO	Hig/Limp/Cosm	Louveira	SP	Anapolis	GO	1 - De R$ 100.000 a R$ 200.000	S/Comprovação
Roubo/Furto	24/05/2017	maio	quinta-feira	Tarde	Sacramento	MG	Calçados	Perdigão	MG	Campo Grande	MS	1 - De R$ 100.000 a R$ 200.000	Autônomo
Roubo/Furto	24/05/2017	maio	quinta-feira	Manhã	Taboão da Serra	SP	Minério	Itaquaquecetuba	SP	Loanda	PR	1 - De R$ 100.000 a R$ 200.000	Autônomo
Roubo/Furto	24/05/2017	maio	quinta-feira	Sem Inf	Cabedelo	PB	Alimentício	Gloria do Goitá	PE	Aquiraz	CE	1 - De R$ 100.000 a R$ 200.000	S/Comprovação
Roubo/Furto	24/05/2017	maio	quinta-feira	Noite	Queimados	RJ	Frigorífico	Jataí	GO	São João do Meriti	RJ	2 - Até R$ 300.000	S/Comprovação
Roubo/Furto	24/05/2017	maio	quinta-feira	Manhã	Jundiaí	SP	Calçados	Louveira	SP	Barueri	SP	4 - Até R$ 1.000.000	S/Comprovação
Acidente	24/05/2017	maio	quinta-feira	Madrugada	Itinga	MA	Frigorífico	Cajamar	SP	Santana	AP	3 - Até R$ 500.000	Funcionário
Roubo/Furto	24/05/2017	maio	quinta-feira	Noite	Rio de Janeiro	RJ	Pescado	Macaíba	RN	Rio de Janeiro	RJ	1 - De R$ 100.000 a R$ 200.000	Funcionário
Roubo/Furto	25/05/2017	maio	quinta-feira	Manhã	Itirapina	SP	Combustível	São José dos Campos	SP	Bauru	SP	1 - De R$ 100.000 a R$ 200.000	S/Comprovação
Roubo/Furto	26/05/2017	maio	quinta-feira	Manhã	Rio de Janeiro	RJ	Frigorífico	Várzea Grande	MT	Rio de Janeiro	RJ	3 - Até R$ 500.000	S/Comprovação
Roubo/Furto	26/05/2017	maio	quinta-feira	Madrugada	Anápolis	GO	Hig/Limp/Cosm	Louveira	SP	Anapolis	GO	1 - De R$ 100.000 a R$ 200.000	Funcionário
Roubo/Furto	26/05/2017	maio	quinta-feira	Noite	Águas Vermelhas	MG	Confecção/Tecido/Fios	Feira de Santana	BA	Guarulhos	SP	4 - Até R$ 1.000.000	Autônomo
Acidente	26/05/2017	maio	quinta-feira	Manhã	Itapeva	MG	Geral	Juiz de Fora	MG	São Paulo	SP	2 - Até R$ 300.000	S/Comprovação
Acidente	27/05/2017	maio	quinta-feira	Manhã	Manoel Vitorino	BA	Matéria Prima	Várzea Paulista	SP	Recife	PE	1 - De R$ 100.000 a R$ 200.000	S/Comprovação
Roubo/Furto	28/05/2017	maio	sexta-feira	Madrugada	Sousa	PB	Hig/Limp/Cosm	Ipojuca	PE	Juazeiro do Norte	CE	1 - De R$ 100.000 a R$ 200.000	S/Comprovação
Roubo/Furto	29/05/2017	maio	sexta-feira	Tarde	Rio de Janeiro	RJ	Minério	Pirapora	MG	Rio de Janeiro	RJ	2 - Até R$ 300.000	S/Comprovação
Roubo/Furto	30/05/2017	maio	sexta-feira	Madrugada	Salvador	BA	Papel	Três Lagoas	MS	Salvador	BA	2 - Até R$ 300.000	S/Comprovação
Roubo/Furto	30/05/2017	maio	sexta-feira	Madrugada	Cachoeira Paulista	SP	Confecção/Tecido/Fios	São Paulo	SP	São Paulo	SP	4 - Até R$ 1.000.000	Autônomo
Roubo/Furto	30/05/2017	maio	sexta-feira	Tarde	São Sebastião	AL	Hig/Limp/Cosm	Louveira	SP	Natal	RN	4 - Até R$ 1.000.000	Funcionário
Roubo/Furto	30/05/2017	maio	sexta-feira	Manhã	São Paulo	SP	E-Commerce	Itapevi	SP	São Paulo	SP	3 - Até R$ 500.000	S/Comprovação
Roubo/Furto	30/05/2017	maio	sexta-feira	Noite	Cambuí	MG	Aço/Ferro	Itapeva	SP	Ouro Branco	MG	1 - De R$ 100.000 a R$ 200.000	S/Comprovação
Roubo/Furto	30/05/2017	maio	sexta-feira	Manhã	Rio de Janeiro	RJ	Confecção/Tecido/Fios	Rio de Janeiro	RJ	Rio de Janeiro	RJ	3 - Até R$ 500.000	S/Comprovação
Roubo/Furto	31/05/2017	maio	sexta-feira	Madrugada	Guarulhos	SP	E-Commerce	Barueri	SP	São José dos Campos	SP	1 - De R$ 100.000 a R$ 200.000	S/Comprovação
Roubo/Furto	31/05/2017	maio	sexta-feira	Noite	Rianapolis	GO	Hig/Limp/Cosm	Louveira	SP	Belém	PA	3 - Até R$ 500.000	Funcionário
Roubo/Furto	31/05/2017	maio	sexta-feira	Manhã	Guarulhos	SP	Pneus	Itajaí	SC	Guarulhos	SP	3 - Até R$ 500.000	S/Comprovação
Roubo/Furto	31/05/2017	maio	sexta-feira	Madrugada	Campo Alegre de Goiás	GO	Papel	Três Lagoas	MS	Brasilia	DF	1 - De R$ 100.000 a R$ 200.000	Autônomo
Roubo/Furto	31/05/2017	maio	sexta-feira	Noite	Frutal	MG	Defensivo Agrícola	Guararema	SP	Tapurah	MT	3 - Até R$ 500.000	Autônomo
Roubo/Furto	01/06/2017	junho	segunda-feira	Noite	Itabuna	BA	Hig/Limp/Cosm	Louveira	SP	João Pessoa	PB	4 - Até R$ 1.000.000	Funcionário
Acidente	01/06/2017	junho	segunda-feira	Tarde	São Sebastião do Passé	BA	Fertilizantes	Candeias	SE	Rosário do Catete	SE	1 - De R$ 100.000 a R$ 200.000	S/Comprovação
Roubo/Furto	01/06/2017	junho	segunda-feira	Noite	Xerém	RJ	Alimentício	Cabreuva	SP	Rio de Janeiro	RJ	1 - De R$ 100.000 a R$ 200.000	Funcionário
Roubo/Furto	02/06/2017	junho	segunda-feira	Madrugada	Cambuí	MG	Tinta/Verniz	Mauá	SP	Betim	MG	1 - De R$ 100.000 a R$ 200.000	S/Comprovação
Roubo/Furto	02/06/2017	junho	segunda-feira	Manhã	São Paulo	SP	Polímeros	Itajaí	SC	São Paulo	SP	1 - De R$ 100.000 a R$ 200.000	Funcionário
Roubo/Furto	02/06/2017	junho	segunda-feira	Tarde	Manaus	AM	Calçados	São Paulo	SP	Belém	PA	2 - Até R$ 300.000	S/Comprovação
Acidente	03/06/2017	junho	segunda-feira	Manhã	Oliveira Fortes	MG	Bebidas	Rio de Janeiro	RJ	Uberlândia	MG	2 - Até R$ 300.000	Funcionário
Roubo/Furto	04/06/2017	junho	terça-feira	Manhã	Queimados	RJ	Hig/Limp/Cosm	Jundiaí	SP	Rio de Janeiro	RJ	2 - Até R$ 300.000	S/Comprovação
Roubo/Furto	04/06/2017	junho	terça-feira	Noite	Macaíba	RN	Alimentício	Cabo de Santo Agostinho	PE	Caucaia	CE	2 - Até R$ 300.000	Autônomo
Roubo/Furto	04/06/2017	junho	terça-feira	Madrugada	Carmo da Cachoeira	MG	Fios/Cabos	Sorocaba	SP	Recife	PE	2 - Até R$ 300.000	Autônomo
Roubo/Furto	04/06/2017	junho	terça-feira	Madrugada	Carmo da Cachoeira	MG	Fios/Cabos	Sorocaba	SP	Recife	PE	4 - Até R$ 1.000.000	Autônomo
Roubo/Furto	05/06/2017	junho	terça-feira	Tarde	Rio de Janeiro	RJ	Minério	Pirapora	MG	Rio de Janeiro	RJ	2 - Até R$ 300.000	S/Comprovação
Roubo/Furto	05/06/2017	junho	terça-feira	Madrugada	Morrinhos	GO	Alimentício	Barueri	SP	Santa Isabel do Pará	PA	1 - De R$ 100.000 a R$ 200.000	S/Comprovação
Roubo/Furto	05/06/2017	junho	terça-feira	Noite	Rio de Janeiro	RJ	Medicamento	Rio de Janeiro	RJ	Barra da Tijuca	RJ	1 - De R$ 100.000 a R$ 200.000	Funcionário
Roubo/Furto	06/06/2017	junho	terça-feira	Noite	Nova Iguaçú	RJ	Papel	Três Lagoas	MS	Rio de Janeiro	RJ	3 - Até R$ 500.000	Funcionário
Outros	07/06/2017	junho	terça-feira	Sem Inf	Curitiba	PR	Medicamento	Belo Horizonte	MG	Curitiba	PR	2 - Até R$ 300.000	S/Comprovação
Roubo/Furto	07/06/2017	junho	terça-feira	Noite	Rio de Janeiro	RJ	Específicas	Duque de Caxias	RJ	Guarulhos	SP	1 - De R$ 100.000 a R$ 200.000	Autônomo
