Market;Commodity;Variety;Grade;Price
Padra;Lemon;Other;FAQ;8250
Padra;Little gourd (Kundru);Other;FAQ;550
Padra;Methi(Leaves);Other;FAQ;950
Padra;Onion;Other;FAQ;1050
Padra;Peas cod;Other;FAQ;2400
Padra;Pegeon Pea (Arhar Fali);Other;FAQ;4500
Padra;Potato;Other;FAQ;800
Padra;Raddish;Other;FAQ;1250
Padra;Spinach;Other;FAQ;450
Padra;Surat Beans (Papadi);Other;FAQ;3250
Padra;Tomato;Other;FAQ;1050
Mullana;Mustard;Sarson(Black);FAQ;5400
Mullana(saha);Mustard;Mustard;FAQ;5400
Naraingarh;Apple;Other;Medium;6000
Naraingarh;Banana - Green;Other;FAQ;2140
Naraingarh;Bhindi(Ladies Finger);Bhindi;FAQ;4000
Naraingarh;Bottle gourd;Bottle Gourd;FAQ;1600
Naraingarh;Brinjal;Brinjal;FAQ;1300
Naraingarh;Cabbage;Other;FAQ;350
Naraingarh;Capsicum;Capsicum;FAQ;1800
Naraingarh;Carrot;Carrot;FAQ;1100
Naraingarh;Cauliflower;Cauliflower;FAQ;200
Naraingarh;Chikoos(Sapota);Sapota;Medium;3200
Naraingarh;Coriander(Leaves);Coriander;FAQ;850
Naraingarh;Cucumbar(Kheera);Cucumbar;FAQ;1200
Naraingarh;French Beans (Frasbean);Other;FAQ;2000
Naraingarh;Garlic;Garlic;FAQ;5000
Naraingarh;Ginger(Dry);Other;FAQ;4000
Naraingarh;Grapes;Green;Medium;3800
Naraingarh;Green Chilli;Green Chilly;FAQ;2400
Naraingarh;Jack Fruit;Jack Fruit;Medium;2000
Naraingarh;Karbuja(Musk Melon);Karbhuja;Medium;3800
Naraingarh;Lemon;Other;FAQ;3500
Naraingarh;Methi(Leaves);Methi;FAQ;800
Naraingarh;Mousambi(Sweet Lime);Mousambi;Medium;3500
Naraingarh;Onion;Onion;FAQ;800
Naraingarh;Orange;Orange;Medium;4500
Naraingarh;Peas Wet;Peas Wet;FAQ;1500
Naraingarh;Pomegranate;Pomogranate;Medium;5800
Naraingarh;Potato;Potato;FAQ;320
Naraingarh;Pumpkin;Pumpkin;FAQ;1000
Naraingarh;Raddish;Raddish;FAQ;300
Naraingarh;Spinach;Spinach;FAQ;600
Naraingarh;Tomato;Tomato;FAQ;800
Naraingarh;Turnip;Turnip;FAQ;500
Naraingarh;Water Melon;Water Melon;Medium;1600
Shahzadpur;Cabbage;Cabbage;FAQ;400
Shahzadpur;Carrot;Carrot;FAQ;1500
Shahzadpur;Cauliflower;Cauliflower;FAQ;400
Shahzadpur;Cucumbar(Kheera);Cucumbar;FAQ;2000
Shahzadpur;Ginger(Dry);Other;FAQ;7000
Shahzadpur;Green Chilli;Green Chilly;FAQ;3000
Shahzadpur;Green Peas;Green Peas;FAQ;2000
Shahzadpur;Methi(Leaves);Methi;FAQ;1000
Shahzadpur;Onion;Local;FAQ;1000
Shahzadpur;Potato;Potato;FAQ;400
Shahzadpur;Pumpkin;Pumpkin;FAQ;2000
Shahzadpur;Tomato;Local;FAQ;800
New Grain Market , Faridabad;Tomato;Deshi;FAQ;950
Farukh Nagar;Onion;Other;FAQ;1500
Farukh Nagar;Potato;Other;FAQ;800
Farukh Nagar;Tomato;Other;FAQ;800
Hansi;Apple;Other;Medium;5500
Hansi;Bhindi(Ladies Finger);Other;FAQ;8000
Hansi;Brinjal;Other;FAQ;700
Hansi;Cabbage;Other;FAQ;400
Hansi;Carrot;Other;FAQ;1000
Hansi;Cauliflower;Other;FAQ;300
Hansi;Chikoos(Sapota);Other;Medium;3500
Hansi;Cucumbar(Kheera);Other;FAQ;2500
Hansi;Grapes;Other;Medium;4500
Hansi;Guava;Other;Medium;2000
Hansi;Kinnow;Other;Medium;3500
Hansi;Lemon;Other;FAQ;4000
Hansi;Mousambi(Sweet Lime);Other;Medium;3500
Hansi;Onion;Other;FAQ;700
Hansi;Orange;Other;Medium;4500
Hansi;Peas Wet;Other;FAQ;1700
Hansi;Raddish;Other;FAQ;700
Hansi;Spinach;Other;FAQ;800
Hansi;Tinda;Other;FAQ;1400
Hansi;Tomato;Other;FAQ;1200
Pehowa;Banana;Other;Medium;1500
Pehowa;Cauliflower;Other;FAQ;1500
Pehowa;Onion;Other;FAQ;1500
Pehowa;Potato;Other;FAQ;600
Shahabad;Apple;Apple;Medium;4300
Shahabad;Banana;Banana - Ripe;Medium;2800
Shahabad;Ber(Zizyphus/Borehannu);Ber(Zizyphus);Medium;4000
Shahabad;Bottle gourd;Bottle Gourd;FAQ;1900
Shahabad;Brinjal;Brinjal;FAQ;1500
Shahabad;Carrot;Carrot;FAQ;1300
Shahabad;Cauliflower;Cauliflower;FAQ;150
Shahabad;Chikoos(Sapota);Sapota;Medium;4000
Shahabad;Cucumbar(Kheera);Cucumbar;FAQ;2200
Shahabad;Ginger(Dry);Vegitable-fresh;FAQ;5100
Shahabad;Grapes;Green;Medium;4600
Shahabad;Green Chilli;Green Chilly;FAQ;3000
Shahabad;Guava;Guava;Medium;5000
Shahabad;Karbuja(Musk Melon);Karbhuja;Medium;4000
Shahabad;Kinnow;Kinnow;Medium;3200
Shahabad;Lemon;Other;FAQ;6000
Shahabad;Mousambi(Sweet Lime);Mousambi;Medium;4200
Shahabad;Onion;Onion;FAQ;800
Shahabad;Orange;Orange;Medium;4360
Shahabad;Peas Wet;Peas Wet;FAQ;1600
Shahabad;Pomegranate;Pomogranate;Medium;7500
Shahabad;Potato;Potato;FAQ;291
Shahabad;Pumpkin;Pumpkin;FAQ;1500
Shahabad;Raddish;Raddish;FAQ;400
Shahabad;Spinach;Spinach;FAQ;600
Shahabad;Tomato;Tomato;FAQ;600
Shahabad;Water Melon;Water Melon;Medium;1700
Mohindergarh;Apple;Apple;Medium;6000
Mohindergarh;Banana;Banana - Ripe;Medium;2500
Mohindergarh;Ber(Zizyphus/Borehannu);Ber(Zizyphus);Medium;1500
Mohindergarh;Bottle gourd;Bottle Gourd;FAQ;1300
Mohindergarh;Brinjal;Brinjal;FAQ;1200
Mohindergarh;Cabbage;Cabbage;FAQ;500
Mohindergarh;Capsicum;Capsicum;FAQ;1200
Mohindergarh;Carrot;Carrot;FAQ;600
Mohindergarh;Cauliflower;Cauliflower;FAQ;500
Mohindergarh;Chikoos(Sapota);Sapota;Medium;3000
Mohindergarh;Coriander(Leaves);Coriander;FAQ;500
Mohindergarh;Cucumbar(Kheera);Cucumbar;FAQ;1200
Mohindergarh;Ginger(Green);Green Ginger;FAQ;3000
Mohindergarh;Grapes;Green;Medium;4000
Mohindergarh;Green Chilli;Green Chilly;FAQ;2500
Mohindergarh;Mousambi(Sweet Lime);Mousambi;Medium;3000
Mohindergarh;Onion;Onion;FAQ;700
Mohindergarh;Orange;Orange;Medium;3000
Mohindergarh;Peas Wet;Peas Wet;FAQ;1600
Mohindergarh;Pineapple;Pine Apple;Medium;5000
Mohindergarh;Potato;Potato;FAQ;600
Mohindergarh;Pumpkin;Pumpkin;FAQ;1000
Mohindergarh;Raddish;Raddish;FAQ;500
Mohindergarh;Spinach;Spinach;FAQ;700
Mohindergarh;Tinda;Tinda;FAQ;1000
Mohindergarh;Tomato;Tomato;FAQ;1000
Mohindergarh;Water Melon;Water Melon;Medium;1200
Narnaul;Apple;Apple;Medium;6000
Narnaul;Bottle gourd;Other;FAQ;1500
Narnaul;Brinjal;Other;FAQ;1500
Narnaul;Cabbage;Other;FAQ;500
Narnaul;Capsicum;Other;FAQ;2200
Narnaul;Carrot;Other;FAQ;800
Narnaul;Cauliflower;Other;FAQ;800
Narnaul;Chikoos(Sapota);Other;Medium;2500
Narnaul;Coriander(Leaves);Other;FAQ;1000
Narnaul;Cucumbar(Kheera);Other;FAQ;1500
Narnaul;Garlic;Other;FAQ;4000
Narnaul;Ginger(Green);Green Ginger;FAQ;4600
Narnaul;Grapes;Other;Medium;3000
Narnaul;Green Chilli;Other;FAQ;3000
Narnaul;Kinnow;Other;Medium;2500
Narnaul;Lemon;Other;FAQ;5000
Narnaul;Long Melon(Kakri);Other;FAQ;1500
Narnaul;Mousambi(Sweet Lime);Other;Medium;3000
Narnaul;Onion;Other;FAQ;700
Narnaul;Orange;Other;Medium;4000
Narnaul;Papaya;Other;Medium;2000
Narnaul;Peas Wet;Other;FAQ;2500
Narnaul;Potato;Other;FAQ;700
Narnaul;Pumpkin;Other;FAQ;1200
Narnaul;Raddish;Other;FAQ;600
Narnaul;Spinach;Other;FAQ;800
Narnaul;Tender Coconut;Other;Medium;2800
Narnaul;Tinda;Other;FAQ;1500
Narnaul;Tomato;Other;FAQ;800
Narnaul;Water Melon;Other;Medium;1000
FerozpurZirkha(Nagina);Cauliflower;Other;FAQ;600
FerozpurZirkha(Nagina);Onion;Other;FAQ;1100
FerozpurZirkha(Nagina);Potato;Other;FAQ;800
FerozpurZirkha(Nagina);Tomato;Other;FAQ;900
Punhana;Onion;Other;FAQ;1000
Punhana;Potato;Other;FAQ;700
Punhana;Tomato;Other;FAQ;1200
Taura;Apple;Other;Medium;7000
Taura;Banana;Other;Medium;2000
Taura;Ber(Zizyphus/Borehannu);Other;Medium;2200
Taura;Bottle gourd;Other;FAQ;1500
Taura;Cabbage;Other;FAQ;1000
Taura;Capsicum;Capsicum;FAQ;2600
Taura;Carrot;Carrot;FAQ;800
Taura;Cauliflower;Local;FAQ;300
Taura;Cucumbar(Kheera);Other;FAQ;1800
Taura;Ginger(Green);Other;FAQ;6000
Taura;Grapes;Other;Medium;3500
Taura;Green Chilli;Green Chilly;FAQ;2500
Taura;Kinnow;Other;Medium;4000
Taura;Lemon;Other;FAQ;8000
Taura;Mousambi(Sweet Lime);Other;Medium;2500
Taura;Onion;Other;FAQ;1200
Taura;Potato;Potato;FAQ;700
Taura;Raddish;Other;FAQ;500
Taura;Tinda;Tinda;FAQ;1800
Taura;Tomato;Tomato;FAQ;1200
New Grain Market , Panchkula;Apple;Apple;Large;8000
New Grain Market , Panchkula;Banana;Other;Large;5000
New Grain Market , Panchkula;Brinjal;Arkasheela Mattigulla;FAQ;2500
New Grain Market , Panchkula;Potato;Other;FAQ;2500
New Grain Market , Panchkula;Tomato;Other;FAQ;2500
Panchkul(Kalka);Apple;Apple;Large;8500
Panchkul(Kalka);Onion;Other;FAQ;2500
Panchkul(Kalka);Potato;Other;FAQ;2500
Panipat;Onion;Other;FAQ;900
Panipat;Potato;Other;FAQ;400
Panipat;Tomato;Other;FAQ;450
Rewari;Apple;Apple;Medium;6000
Rewari;Onion;Other;FAQ;1000
Rewari;Potato;Other;FAQ;600
Rewari;Tomato;Other;FAQ;800
Meham;Apple;Apple;Medium;8000
Meham;Banana;Other;Medium;2200
Meham;Brinjal;Other;FAQ;1000
Meham;Kinnow;Kinnow;Medium;5500
Meham;Mousambi(Sweet Lime);Mousambi;Medium;5000
Meham;Onion;Other;FAQ;1500
Meham;Potato;Other;FAQ;600
Meham;Tomato;Deshi;FAQ;1000
kalanwali;Banana;Other;Medium;2000
Gohana;Apple;Apple;Large;7500
Gohana;Banana - Green;Other;FAQ;2400
Gohana;Bhindi(Ladies Finger);Other;FAQ;4700
Gohana;Brinjal;Other;FAQ;1000
Gohana;Carrot;Other;FAQ;1200
Gohana;Chikoos(Sapota);Other;Large;4500
Gohana;Cucumbar(Kheera);Other;FAQ;2000
Gohana;Grapes;Other;Large;4500
Gohana;Guava;Other;Large;2500
Gohana;Lemon;Other;FAQ;4500
Gohana;Mousambi(Sweet Lime);Other;Large;3500
Gohana;Onion;Other;FAQ;800
Gohana;Orange;Other;Large;4500
Gohana;Peas cod;Other;FAQ;2000
Gohana;Potato;Other;FAQ;500
Gohana;Raddish;Other;FAQ;500
Gohana;Tomato;Tomato;FAQ;900
Gohana;Water Melon;Other;Large;1500
Chhachrauli;Carrot;Carrot;FAQ;1000
Chhachrauli;Cauliflower;Cauliflower;FAQ;400
Chhachrauli;Ginger(Dry);Dry;FAQ;7000
Chhachrauli;Green Chilli;Green Chilly;FAQ;3000
Chhachrauli;Methi(Leaves);Other;FAQ;700
Chhachrauli;Onion;Onion;FAQ;1400
Chhachrauli;Potato;Potato;FAQ;500
Chhachrauli;Raddish;Raddish;FAQ;400
Chhachrauli;Spinach;Spinach;FAQ;400
Chhachrauli;Tomato;Tomato;FAQ;900
Radaur;Banana;Other;Medium;3500
Radaur;Brinjal;Other;FAQ;900
Radaur;Cabbage;Other;FAQ;600
Radaur;Capsicum;Capsicum;FAQ;2500
Radaur;Carrot;Carrot;FAQ;1000
Radaur;Cauliflower;Other;FAQ;350
Radaur;Cucumbar(Kheera);Other;FAQ;1800
Radaur;Ginger(Dry);Other;FAQ;4000
Radaur;Grapes;Other;Medium;5000
Radaur;Green Chilli;Other;FAQ;3000
Radaur;Guava;Other;Medium;3200
Radaur;Kinnow;Other;Medium;3800
Radaur;Onion;Other;FAQ;1200
Radaur;Potato;Other;FAQ;550
Radaur;Pumpkin;Other;FAQ;1200
Radaur;Raddish;Other;FAQ;350
Radaur;Spinach;Other;FAQ;600
Radaur;Tomato;Other;FAQ;1100
Bilaspur;Banana;Ordinary Big;Medium;2800
Bilaspur;Cabbage;Cabbage;FAQ;800
Bilaspur;Capsicum;Capsicum;FAQ;3200
Bilaspur;Carrot;Carrot;FAQ;1600
Bilaspur;Cauliflower;Local;FAQ;800
Bilaspur;Green Chilli;Other;FAQ;4000
Bilaspur;Onion;Other;FAQ;1500
Bilaspur;Potato;Local;FAQ;700
Bilaspur;Raddish;Other;FAQ;900
Bilaspur;Spinach;Other;FAQ;1600
Bilaspur;Tomato;Local;FAQ;2000
Chamba;Banana;Other;Medium;4750
Chamba;Bitter gourd;Other;FAQ;7750
Chamba;Bottle gourd;Other;FAQ;3750
Chamba;Brinjal;Other;FAQ;2250
Chamba;Cabbage;Other;FAQ;1100
Chamba;Capsicum;Other;FAQ;4250
Chamba;Carrot;Other;FAQ;2100
Chamba;Cauliflower;Other;FAQ;1100
Chamba;Coriander(Leaves);Other;FAQ;2750
Chamba;Cucumbar(Kheera);Other;FAQ;3250
Chamba;French Beans (Frasbean);Other;FAQ;4250
Chamba;Grapes;Other;Medium;7500
Chamba;Green Chilli;Other;FAQ;4750
Chamba;Guava;Other;Medium;7250
Chamba;Kinnow;Other;Medium;5250
Chamba;Lime;Other;Medium;8250
Chamba;Onion;Other;FAQ;1900
Chamba;Papaya;Other;Medium;5250
Chamba;Potato;Other;FAQ;1100
Chamba;Raddish;Other;FAQ;1500
Chamba;Spinach;Other;FAQ;2750
Chamba;Tomato;Other;FAQ;2100
Kangra;Apple;Other;Medium;9000
Kangra;Banana;Other;Medium;5400
Kangra;Ber(Zizyphus/Borehannu);Other;Medium;3500
Kangra;Bhindi(Ladies Finger);Other;FAQ;9750
Kangra;Bitter gourd;Other;FAQ;8750
Kangra;Bottle gourd;Other;FAQ;2750
Kangra;Brinjal;Other;FAQ;2750
Kangra;Cabbage;Other;FAQ;700
Kangra;Capsicum;Other;FAQ;4750
Kangra;Carrot;Other;FAQ;1750
Kangra;Cauliflower;Other;FAQ;550
Kangra;Chikoos(Sapota);Other;Medium;5500
Kangra;Coriander(Leaves);Other;FAQ;1250
Kangra;Cucumbar(Kheera);Other;FAQ;4350
Kangra;French Beans (Frasbean);Other;FAQ;5250
Kangra;Ginger(Green);Other;FAQ;7500
Kangra;Grapes;Other;Medium;7000
Kangra;Green Chilli;Other;FAQ;5750
Kangra;Guava;Other;Medium;7500
Kangra;Kinnow;Other;Medium;6500
Kangra;Lemon;Other;FAQ;10500
Kangra;Methi(Leaves);Other;FAQ;1900
Kangra;Mousambi(Sweet Lime);Other;Medium;5500
Kangra;Onion;Other;FAQ;1800
Kangra;Orange;Other;Medium;7500
Kangra;Papaya;Other;Medium;4250
Kangra;Peas cod;Other;FAQ;4250
Kangra;Pineapple;Other;Medium;4500
Kangra;Pomegranate;Other;Medium;10500
Kangra;Potato;Other;FAQ;850
Kangra;Pumpkin;Other;FAQ;2250
Kangra;Raddish;Other;FAQ;2250
Kangra;Spinach;Other;FAQ;1250
Kangra;Tomato;Other;FAQ;1900
Kangra;Turnip;Other;FAQ;550
Kangra;Water Melon;Water Melon;Medium;2250
Kangra(Baijnath);Apple;Apple;Medium;7000
Kangra(Baijnath);Banana;Banana - Ripe;Medium;3000
Kangra(Baijnath);Bhindi(Ladies Finger);Bhindi;FAQ;8000
Kangra(Baijnath);Bottle gourd;Bottle Gourd;FAQ;2400
Kangra(Baijnath);Brinjal;Brinjal;FAQ;2500
Kangra(Baijnath);Cabbage;Cabbage;FAQ;1000
Kangra(Baijnath);Capsicum;Capsicum;FAQ;4000
Kangra(Baijnath);Carrot;Carrot;FAQ;1800
Kangra(Baijnath);Cauliflower;Cauliflower;FAQ;1000
Kangra(Baijnath);Colacasia;Colacasia;FAQ;3500
Kangra(Baijnath);Coriander(Leaves);Coriander;FAQ;2500
Kangra(Baijnath);French Beans (Frasbean);French Beans (Frasbean);FAQ;4000
Kangra(Baijnath);Ginger(Green);Green Ginger;FAQ;9000
Kangra(Baijnath);Green Chilli;Green Chilly;FAQ;4000
Kangra(Baijnath);Guava;Other;Large;6000
Kangra(Baijnath);Onion;Onion;FAQ;1500
Kangra(Baijnath);Potato;Potato;FAQ;1000
Kangra(Baijnath);Tomato;Tomato;FAQ;2500
Kangra(Jaisinghpur);Apple;Apple;Medium;12250
Kangra(Jaisinghpur);Banana;Banana - Ripe;Medium;5000
Kangra(Jaisinghpur);Beetroot;Beetroot;FAQ;3750
Kangra(Jaisinghpur);Ber(Zizyphus/Borehannu);Ber(Zizyphus);Medium;3400
Kangra(Jaisinghpur);Bottle gourd;Bottle Gourd;FAQ;2900
Kangra(Jaisinghpur);Brinjal;Brinjal;FAQ;2500
Kangra(Jaisinghpur);Cabbage;Cabbage;FAQ;850
Kangra(Jaisinghpur);Capsicum;Capsicum;FAQ;5000
Kangra(Jaisinghpur);Carrot;Carrot;FAQ;2000
Kangra(Jaisinghpur);Cauliflower;Cauliflower;FAQ;1050
Kangra(Jaisinghpur);Chikoos(Sapota);Sapota;Medium;6250
Kangra(Jaisinghpur);Coriander(Leaves);Coriander;FAQ;3000
Kangra(Jaisinghpur);Cucumbar(Kheera);Cucumbar;FAQ;2450
Kangra(Jaisinghpur);French Beans (Frasbean);French Beans (Frasbean);FAQ;5000
Kangra(Jaisinghpur);Ginger(Green);Green Ginger;FAQ;8000
Kangra(Jaisinghpur);Grapes;Annabesahai;Medium;7150
Kangra(Jaisinghpur);Green Chilli;Green Chilly;FAQ;4900
Kangra(Jaisinghpur);Guava;Guava;Medium;7000
Kangra(Jaisinghpur);Kinnow;Kinnow;Medium;6750
Kangra(Jaisinghpur);Lemon;Lemon;FAQ;10500
Kangra(Jaisinghpur);Methi(Leaves);Methi;FAQ;3000
Kangra(Jaisinghpur);Mousambi(Sweet Lime);Mousambi;Medium;7250
Kangra(Jaisinghpur);Onion;1st Sort;FAQ;1650
Kangra(Jaisinghpur);Orange;Medium;Medium;8250
Kangra(Jaisinghpur);Papaya;Other;Medium;4500
Kangra(Jaisinghpur);Peas Wet;Peas Wet;FAQ;4250
Kangra(Jaisinghpur);Pineapple;Other;Medium;4900
Kangra(Jaisinghpur);Pomegranate;Other;Medium;11250
Kangra(Jaisinghpur);Potato;Potato;FAQ;1050
Kangra(Jaisinghpur);Raddish;Raddish;FAQ;1300
Kangra(Jaisinghpur);Tomato;Tomato;FAQ;1950
Kangra(Jaisinghpur);Turnip;Other;FAQ;1300
Kangra(Nagrota Bagwan);Apple;American;Medium;9500
Kangra(Nagrota Bagwan);Banana;Amruthapani;Medium;5500
Kangra(Nagrota Bagwan);Brinjal;Arkasheela Mattigulla;FAQ;2100
Kangra(Nagrota Bagwan);Cabbage;Cabbage;FAQ;900
Kangra(Nagrota Bagwan);Capsicum;Capsicum;FAQ;4400
Kangra(Nagrota Bagwan);Carrot;Carrot;FAQ;1650
Kangra(Nagrota Bagwan);Cauliflower;African Sarson;FAQ;900
Kangra(Nagrota Bagwan);Cucumbar(Kheera);Cucumbar;FAQ;4250
Kangra(Nagrota Bagwan);Grapes;Annabesahai;Medium;8000
Kangra(Nagrota Bagwan);Green Chilli;Green Chilly;FAQ;5750
Kangra(Nagrota Bagwan);Guava;Guava;Medium;7000
Kangra(Nagrota Bagwan);Kinnow;Kinnow;Medium;5500
Kangra(Nagrota Bagwan);Lemon;Lemon;FAQ;10500
Kangra(Nagrota Bagwan);Onion;1st Sort;FAQ;1800
Kangra(Nagrota Bagwan);Peas cod;Other;FAQ;4250
Kangra(Nagrota Bagwan);Potato;(Red Nanital);FAQ;900
Kangra(Nagrota Bagwan);Pumpkin;Other;FAQ;2200
Kangra(Nagrota Bagwan);Raddish;Other;FAQ;900
Kangra(Nagrota Bagwan);Spinach;Other;FAQ;1250
Kangra(Nagrota Bagwan);Tomato;Deshi;FAQ;1900
Kangra(Nagrota Bagwan);Turnip;Other;FAQ;1250
Palampur;Apple;Apple;Medium;11500
Palampur;Banana;Banana - Ripe;Medium;4750
Palampur;Ber(Zizyphus/Borehannu);Other;Medium;3100
Palampur;Bottle gourd;Bottle Gourd;FAQ;2750
Palampur;Brinjal;Brinjal;FAQ;2400
Palampur;Cabbage;Cabbage;FAQ;750
Palampur;Capsicum;Capsicum;FAQ;4750
Palampur;Carrot;Carrot;FAQ;1950
Palampur;Cauliflower;Cauliflower;FAQ;950
Palampur;Chikoos(Sapota);Other;Medium;5750
Palampur;Coriander(Leaves);Coriander;FAQ;2750
Palampur;Cucumbar(Kheera);Other;FAQ;2250
Palampur;French Beans (Frasbean);Other;FAQ;4750
Palampur;Ginger(Green);Other;FAQ;7500
Palampur;Grapes;Other;Medium;7500
Palampur;Green Chilli;Green Chilly;FAQ;4750
Palampur;Guava;Other;Medium;6750
Palampur;Kinnow;Other;Medium;6600
Palampur;Mashrooms;Other;FAQ;15750
Palampur;Methi(Leaves);Other;FAQ;2750
Palampur;Mousambi(Sweet Lime);Other;Medium;7000
Palampur;Onion;Other;FAQ;1550
Palampur;Orange;Other;Medium;7750
Palampur;Papaya;Other;Medium;4250
Palampur;Peas Wet;Other;FAQ;4100
Palampur;Pineapple;Other;Medium;4750
Palampur;Pomegranate;Other;Medium;10500
Palampur;Potato;Other;FAQ;950
Palampur;Raddish;Raddish;FAQ;1100
Palampur;Spinach;Spinach;FAQ;1500
Palampur;Tomato;Tomato;FAQ;1850
Palampur;Turnip;Other;FAQ;1250
Bhuntar;Banana;Other;Medium;3660
Bhuntar;Bhindi(Ladies Finger);Other;FAQ;8200
Bhuntar;Bitter gourd;Bitter Gourd;FAQ;6700
Bhuntar;Bottle gourd;Other;FAQ;2700
Bhuntar;Brinjal;Other;FAQ;2600
Bhuntar;Cabbage;Other;FAQ;600
Bhuntar;Capsicum;Other;FAQ;4200
Bhuntar;Carrot;Other;FAQ;2300
Bhuntar;Cauliflower;Other;FAQ;700
Bhuntar;Coriander(Leaves);Other;FAQ;700
Bhuntar;Cucumbar(Kheera);Other;FAQ;3500
Bhuntar;French Beans (Frasbean);Other;FAQ;4700
Bhuntar;Garlic;Other;FAQ;10000
Bhuntar;Ginger(Dry);Other;FAQ;7200
Bhuntar;Grapes;Other;Medium;7000
Bhuntar;Green Chilli;Other;FAQ;5200
Bhuntar;Guava;Other;Medium;6200
Bhuntar;Kinnow;Other;Medium;6200
Bhuntar;Lemon;Other;FAQ;7200
Bhuntar;Onion;Other;FAQ;1800
Bhuntar;Papaya;Other;Medium;4700
Bhuntar;Peas Wet;Other;FAQ;4200
Bhuntar;Potato;Other;FAQ;1100
Bhuntar;Pumpkin;Other;FAQ;2600
Bhuntar;Raddish;Other;FAQ;1000
Bhuntar;Spinach;Other;FAQ;600
Bhuntar;Squash(Chappal Kadoo);Other;FAQ;2100
Bhuntar;Tomato;Other;FAQ;2000
Bhuntar;Water Melon;Other;Medium;2900
Kullu;Banana;Other;Medium;3200
Kullu;Bhindi(Ladies Finger);Other;FAQ;4500
Kullu;Bitter gourd;Other;FAQ;6400
Kullu;Bottle gourd;Other;FAQ;2900
Kullu;Brinjal;Other;FAQ;1500
Kullu;Cabbage;Other;FAQ;900
Kullu;Capsicum;Other;FAQ;3000
Kullu;Carrot;Other;FAQ;1700
Kullu;Cauliflower;Other;FAQ;1000
Kullu;Garlic;Other;FAQ;10000
Kullu;Ginger(Dry);Other;FAQ;7000
Kullu;Green Chilli;Other;FAQ;4000
Kullu;Guava;Other;Medium;5200
Kullu;Kinnow;Other;Medium;4500
Kullu;Lemon;Other;FAQ;4500
Kullu;Onion;Other;FAQ;1900
Kullu;Papaya;Other;Medium;3400
Kullu;Peas Wet;Other;FAQ;3000
Kullu;Potato;Other;FAQ;1100
Kullu;Pumpkin;Other;FAQ;2400
Kullu;Raddish;Other;FAQ;1800
Kullu;Tomato;Other;FAQ;1800
Kullu;Turnip;Other;FAQ;1600
Shimla;Bhindi(Ladies Finger);Bhindi;FAQ;7600
Shimla;Bitter gourd;Bitter Gourd;FAQ;7400
Shimla;Bottle gourd;Bottle Gourd;FAQ;2600
Shimla;Brinjal;Arkasheela Mattigulla;FAQ;2200
Shimla;Cabbage;Other;FAQ;700
Shimla;Capsicum;Other;FAQ;3200
Shimla;Carrot;Carrot;FAQ;2000
Shimla;Cauliflower;Other;FAQ;1000
Shimla;Colacasia;Colacasia;FAQ;3200
Shimla;Coriander(Leaves);Coriander;FAQ;2300
Shimla;Cucumbar(Kheera);Cucumbar;FAQ;3000
Shimla;French Beans (Frasbean);Other;FAQ;4200
Shimla;Ginger(Green);Green Ginger;FAQ;5500
Shimla;Grapes;Annabesahai;Medium;8500
Shimla;Green Chilli;Green Chilly;FAQ;4600
Shimla;Kinnow;Kinnow;Medium;5400
Shimla;Lemon;Lemon;FAQ;5000
Shimla;Methi(Leaves);Methi;FAQ;1600
Shimla;Mousambi(Sweet Lime);Mousambi;Medium;5600
Shimla;Onion;1st Sort;FAQ;1800
Shimla;Orange;Darjeeling;Medium;5400
Shimla;Papaya;Other;Medium;4400
Shimla;Peas Wet;Other;FAQ;3000
Shimla;Pomegranate;Other;Medium;10000
Shimla;Potato;Other;FAQ;900
Shimla;Pumpkin;Other;FAQ;1400
Shimla;Raddish;Other;FAQ;1050
Shimla;Spinach;Other;FAQ;900
Shimla;Tomato;Deshi;FAQ;1900
Shimla and Kinnaur(Rampur);Cabbage;Other;FAQ;1100
Shimla and Kinnaur(Rampur);Cauliflower;Other;FAQ;1100
Shimla and Kinnaur(Rampur);Colacasia;Colacasia;FAQ;3200
Shimla and Kinnaur(Rampur);Peas Wet;Other;FAQ;4200
Nahan;Apple;Other;Medium;650000
Nahan;Banana;Other;Medium;4500
Nahan;Bottle gourd;Bottle Gourd;FAQ;2250
Nahan;Cabbage;Other;FAQ;750
Nahan;Capsicum;Other;FAQ;2750
Nahan;Carrot;Other;FAQ;1550
Nahan;Cauliflower;Other;FAQ;900
Nahan;Grapes;Black;Medium;900000
Nahan;Green Chilli;Other;FAQ;3250
Nahan;Kinnow;Other;Medium;4250
Nahan;Onion;Other;FAQ;1350
Nahan;Pomegranate;Other;Medium;8500
Nahan;Tomato;Other;FAQ;1750
Paonta Sahib;Apple;Kasmir/Shimla - II;Medium;850000
Paonta Sahib;Banana;Other;Medium;500000
Paonta Sahib;Bottle gourd;Other;FAQ;2250
Paonta Sahib;Cabbage;Other;FAQ;450
Paonta Sahib;Carrot;Other;FAQ;190000
Paonta Sahib;Cauliflower;Other;FAQ;500
Paonta Sahib;Cucumbar(Kheera);Other;FAQ;2800
Paonta Sahib;Grapes;Other;Medium;700000
Paonta Sahib;Guava;Other;Medium;500000
Paonta Sahib;Onion;Other;FAQ;1250
Paonta Sahib;Papaya;Other;Medium;4200
Paonta Sahib;Peas Wet;Other;FAQ;3000
Paonta Sahib;Potato;Other;FAQ;550
